"am_sid","sciname","am_category","iucn_sid","iucn_category","popn_trend","parent_sid","subpop_sid","popn_category","info_source","spp_group","id_no","objectid","spatial_source","category_score","trend_score"
"Fis-26124","Cephalopholis polleni","LC",132805,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,NA
"Fis-26125","Cephalopholis sexmaculata","LC",132741,"LC","Decreasing",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,-0.5
"Fis-26126","Cephalopholis sonnerati","LC",132757,"LC","Stable",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,0
"Fis-26127","Cephalopholis spiloparaea","LC",132825,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,NA
"Fis-26128","Cephalopholis urodeta","LC",132783,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,NA
"Fis-26129","Cromileptes altivelis","VU",39774,"VU","Decreasing",NA,NA,"VU","iucn","GROUPERS",NA,NA,"iucn",0.4,-0.5
"Fis-26135","Mesopristes argenteus","LC",196447,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26136","Epinephelus coioides","NT",44674,"NT","Decreasing",NA,NA,"NT","iucn","GROUPERS",NA,NA,"iucn",0.2,-0.5
"Fis-26139","Epinephelus lanceolatus","VU",7858,"VU","Decreasing",NA,NA,"VU","iucn","GROUPERS",NA,NA,"iucn",0.4,-0.5
"Fis-26140","Epinephelus marginatus","EN",7859,"EN","Decreasing",NA,NA,"EN","iucn","GROUPERS",NA,NA,"iucn",0.6,-0.5
"Fis-26141","Epinephelus ongus","LC",132804,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,NA
"Fis-26142","Epinephelus polyphekadion","NT",61339,"NT","Decreasing",NA,NA,"NT","iucn","GROUPERS",NA,NA,"iucn",0.2,-0.5
"Fis-26144","Epinephelus quoyanus","LC",132799,"LC","Decreasing",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,-0.5
"Fis-26145","Epinephelus undulosus","DD",132830,"LC","Stable",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,0
"Fis-26148","Himantura uarnak","VU",161692,"VU","Decreasing",NA,NA,"VU","iucn",NA,NA,NA,"am",0.4,-0.5
"Fis-26152","Enchelycore schismatorhynchus","LC",155091,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26162","Pomacanthus imperator","LC",165862,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,NA,"iucn",0,0
"Fis-26169","Apolemichthys trimaculatus","LC",165835,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,NA,"iucn",0,0
"Fis-26177","Canthigaster bennetti",NA,193656,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193656,NA,"iucn",0,NA
"Fis-26178","Canthigaster compressa",NA,193669,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193669,NA,"iucn",0,NA
"Fis-26179","Canthigaster janthinoptera",NA,193766,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193766,NA,"iucn",0,NA
"Fis-26180","Canthigaster valentini",NA,193796,"LC","Decreasing",NA,NA,"LC","iucn","PUFFERFISH",193796,NA,"iucn",0,-0.5
"Fis-26181","Centropyge tibicen","LC",165901,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,NA,"iucn",0,0
"Fis-26182","Centropyge multispinis","LC",165876,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,NA,"iucn",0,0
"Fis-26189","Pomacanthus sexstriatus","LC",165840,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,NA,"iucn",0,0
"Fis-26192","Pseudanthias pleurotaenia","LC",158627,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26195","Pygoplites diacanthus","LC",165885,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,NA,"iucn",0,0
"Fis-26199","Canthigaster solandri",NA,193775,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193775,NA,"iucn",0,NA
"Fis-26201","Bodianus bilunulatus","LC",187554,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26205","Thalassoma cupido","LC",187446,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26210","Arothron reticularis",NA,193716,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193716,NA,"iucn",0,NA
"Fis-26212","Choerodon jordani","LC",187612,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26219","Chelonodon patoca",NA,172416,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",172416,NA,"iucn",0,NA
"Fis-26221","Genicanthus lamarck","LC",165888,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,NA,"iucn",0,0
"Fis-26222","Halichoeres miniatus","LC",187634,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26224","Stethojulis trilineata","LC",187689,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26230","Stethojulis interrupta","LC",187563,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26239","Centropyge nox","LC",165868,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,NA,"iucn",0,0
"Fis-26244","Epinephelus hexagonatus","LC",132778,"LC","Stable",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,0
"Fis-26245","Epinephelus macrospilos","LC",132766,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,NA
"Fis-26247","Halichoeres nebulosus","LC",187548,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26248","Halichoeres ornatissimus","LC",154904,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26249","Canthigaster rivulata",NA,193705,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193705,NA,"iucn",0,NA
"Fis-26337","Choerodon robustus","LC",187747,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26339","Naso thynnoides","LC",177980,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177980,NA,"iucn",0,0
"Fis-26340","Naso minor","LC",177975,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177975,NA,"iucn",0,0
"Fis-26347","Bathyraja murrayi","NT",161391,"NT","Unknown",NA,NA,"NT","iucn",NA,NA,NA,"am",0.2,NA
"Fis-26365","Krefftichthys anderssoni","LC",154789,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26397","Akarotaxis nudiceps","LC",154740,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26414","Coris picta","LC",187679,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,0
"Fis-26417","Arothron manilensis",NA,193607,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193607,NA,"iucn",0,NA
"Fis-26418","Arothron immaculatus",NA,193805,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193805,NA,"iucn",0,NA
"Fis-26425","Bathygobius fuscus","LC",NA,NA,NA,NA,NA,"LC","am",NA,NA,NA,"am",0,NA
"Fis-26433","Gobiodon histrio","LC",154641,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26483","Plectropomus oligacanthus","NT",132776,"NT","Decreasing",NA,NA,"NT","iucn","GROUPERS",NA,NA,"iucn",0.2,-0.5
"Fis-26494","Epinephelus bleekeri","NT",132826,"NT","Decreasing",NA,NA,"NT","iucn","GROUPERS",NA,NA,"iucn",0.2,-0.5
"Fis-26498","Epinephelus daemelii","NT",61337,"NT","Unknown",NA,NA,"NT","iucn","GROUPERS",NA,NA,"iucn",0.2,NA
"Fis-26499","Epinephelus diacanthus","NT",132777,"NT","Decreasing",NA,NA,"NT","iucn","GROUPERS",NA,NA,"iucn",0.2,-0.5
"Fis-26503","Epinephelus flavocaeruleus","LC",132726,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,NA
"Fis-26504","Epinephelus howlandi","LC",132829,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,NA
"Fis-26507","Epinephelus longispinis","LC",132748,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,NA
"Fis-26508","Epinephelus miliaris","LC",132756,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,NA
"Fis-26509","Epinephelus multinotatus","LC",132740,"LC","Decreasing",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,-0.5
"Fis-26510","Epinephelus poecilonotus","LC",132802,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,NA
"Fis-26511","Epinephelus radiatus","LC",132755,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,NA
"Fis-26512","Epinephelus socialis","NT",132731,"NT","Decreasing",NA,NA,"NT","iucn","GROUPERS",NA,NA,"iucn",0.2,-0.5
"Fis-26517","Plectropomus laevis","VU",64412,"VU","Decreasing",NA,NA,"VU","iucn","GROUPERS",NA,NA,"iucn",0.4,-0.5
"Fis-26518","Triso dermopterus","LC",132790,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,NA
"Fis-26519","Plesiobatis daviesi","LC",60111,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26563","Hippichthys spicifer","LC",154855,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26564","Colomesus psittacus",NA,193650,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193650,NA,"iucn",0,NA
"Fis-26594","Istiblennius dussumieri",NA,48342482,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342482,NA,"iucn",0,0
"Fis-26596","Omobranchus punctatus",NA,172487,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",172487,NA,"iucn",0,0
"Fis-26598","Mimoblennius atrocinctus",NA,48342174,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342174,NA,"iucn",0,0
"Fis-26601","Galaxias maculatus",NA,197279,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26611","Mobula mobular","EN",39418,"EN","Decreasing",NA,NA,"EN","iucn",NA,NA,NA,"am",0.6,-0.5
"Fis-26617","Nerophis lumbriciformis",NA,18258202,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26618","Zebrasoma gemmatum","DD",178005,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177973,NA,"iucn",0,0
"Fis-26619","Acantholabrus palloni","LC",186106,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26621","Eviota storthynx","LC",154898,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26622","Bothus mancus","LC",154833,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,"am",0,0
"Fis-26624","Coryphoblennius galerita",NA,185165,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185165,NA,"iucn",0,0
"Fis-26631","Ecsenius namiyei",NA,48342317,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342317,NA,"iucn",0,0
"Fis-26639","Thorogobius ephippiatus",NA,198669,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,"am",0,0
"Fis-26659","Kuhlia rupestris","LC",183158,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,"am",0,0
"Fis-26660","Bodianus leucosticticus","LC",187690,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26669","Hippichthys penicillus","LC",172469,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26672","Bodianus perditio","LC",187781,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26673","Coris formosa","LC",187664,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26687","Thalassoma duperrey","LC",187711,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,0
"Fis-26688","Thalassoma ballieui","LC",187601,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26699","Hemitaurichthys zoster","LC",165719,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,NA,"iucn",0,0
"Fis-26709","Stethojulis balteata","LC",187799,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26711","Entomacrodus marmoratus",NA,48342177,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342177,NA,"iucn",0,0
"Fis-26717","Canthigaster amboinensis",NA,193675,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193675,NA,"iucn",0,NA
"Fis-26721","Canthigaster jactator",NA,193663,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193663,NA,"iucn",0,NA
"Fis-26722","Canthigaster coronata",NA,193749,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193749,NA,"iucn",0,NA
"Fis-26723","Canthigaster epilampra",NA,193733,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193733,NA,"iucn",0,NA
"Fis-26728","Arothron mappa",NA,193671,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193671,NA,"iucn",0,NA
"Fis-26749","Parachaetodon ocellatus","LC",165661,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,NA,"iucn",0,0
"Fis-26750","Dicrolene multifilis","LC",154882,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26756","Pomacanthus annularis","LC",165873,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,NA,"iucn",0,0
"Fis-26757","Pomacanthus maculosus","LC",165833,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,NA,"iucn",0,0
"Fis-26760","Hipposcarus harid","LC",190733,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,NA,"iucn",0,NA
"Fis-26761","Scarus caudofasciatus","LC",190766,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,NA,"iucn",0,NA
"Fis-26762","Scarus falcipinnis","LC",190722,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,NA,"iucn",0,NA
"Fis-26763","Scarus viridifucatus","LC",154971,"LC","Stable",NA,NA,"LC","iucn","PARROTFISH",NA,NA,"iucn",0,0
"Fis-26772","Crenidens crenidens",NA,170216,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170216,NA,"iucn",0,NA
"Fis-26774","Polyamblyodon germanum",NA,170248,"LC","Stable",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170248,NA,"iucn",0,0
"Fis-26804","Thalassoma hebraicum","LC",187779,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26806","Pteragogus flagellifer","LC",187684,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26807","Pteragogus taeniops","LC",187795,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26808","Stethojulis albovittata","LC",187632,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26809","Coris caudimacula","LC",155006,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26815","Eleotris fusca","LC",166077,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,"am",0,0
"Fis-26816","Butis butis","LC",3381,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,"am",0,0
"Fis-26820","Omobranchus elongatus",NA,48342312,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342312,NA,"iucn",0,0
"Fis-26821","Antennablennius bifilum",NA,46079226,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46079226,NA,"iucn",0,0
"Fis-26823","Pavoclinus laurentii",NA,178943,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26830","Pisodonophis boro","LC",166552,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26835","Diplodus bellottii",NA,170222,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170222,NA,"iucn",0,NA
"Fis-26839","Lagocephalus inermis",NA,193717,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193717,NA,"iucn",0,NA
"Fis-26842","Amblyrhynchotes honckenii",NA,193747,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193747,NA,"iucn",0,NA
"Fis-26843","Tylerius spinosissimus",NA,193769,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193769,NA,"iucn",0,NA
"Fis-26853","Calamus taurinus",NA,47137515,"NT","Unknown",NA,NA,"NT","iucn","SEABREAMS_PORGIES",47137515,NA,"iucn",0.2,NA
"Fis-26854","Evynnis cardinalis",NA,59034974,"EN","Decreasing",NA,NA,"EN","iucn","SEABREAMS_PORGIES",59034974,NA,"iucn",0.6,-0.5
"Fis-26855","Acanthopagrus australis",NA,170257,"LC","Stable",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170257,NA,"iucn",0,0
"Fis-26858","Diplodus noct",NA,170214,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170214,NA,"iucn",0,NA
"Fis-26866","Tetrosomus gibbosus","LC",154933,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26883","Rhabdosargus haffara",NA,170165,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170165,NA,"iucn",0,NA
"Fis-26885","Odontesthes regia","LC",167710,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,"am",0,0
"Fis-26889","Lagocephalus spadiceus",NA,193622,"LC","Decreasing",NA,NA,"LC","iucn","PUFFERFISH",193622,NA,"iucn",0,-0.5
"Fis-26898","Epinephelus labriformis","LC",132750,"LC","Decreasing",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,-0.5
"Fis-26899","Takifugu rubripes",NA,193612,"NT","Decreasing",NA,NA,"NT","iucn","PUFFERFISH",193612,NA,"iucn",0.2,-0.5
"Fis-26901","Mycteroperca olfax","VU",14051,"VU","Unknown",NA,NA,"VU","iucn","GROUPERS",NA,NA,"iucn",0.4,NA
"Fis-26902","Dasyatis zugei","NT",60160,"NT","Unknown",NA,NA,"NT","iucn",NA,NA,NA,"am",0.2,NA
"Fis-26904","Halichoeres dispilus","LC",183822,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,0
"Fis-26906","Anoxypristis cuspidata","CR",39389,"EN","Decreasing",NA,NA,"EN","iucn",NA,NA,NA,"am",0.6,-0.5
"Fis-26911","Porichthys margaritatus","LC",183593,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26914","Pseudobalistes naufragium","LC",183298,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26922","Abudefduf troschelii","LC",183397,"LC","Unknown",NA,NA,"LC","iucn","DAMSELFISH",183397,NA,"iucn",0,NA
"Fis-26923","Anisotremus dovii","LC",183680,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26928","Anisotremus interruptus","LC",183489,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26930","Anisotremus scapularis","LC",183256,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26931","Bathygobius andrei","LC",183545,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,"am",0,0
"Fis-26932","Gymnura poecilura","NT",60117,"NT","Decreasing",NA,NA,"NT","iucn",NA,NA,NA,"am",0.2,-0.5
"Fis-26935","Lagocephalus lunaris",NA,193664,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193664,NA,"iucn",0,NA
"Fis-26938","Hypsoblennius brevipinnis","LC",183425,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",183425,NA,"iucn",0,NA
"Fis-26939","Bodianus diplotaenia","LC",183624,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,0
"Fis-26941","Bodianus eclancheri","LC",183539,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-26943","Pontinus macrocephalus","LC",155172,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26945","Pterygotrigla hemisticta","LC",155078,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26946","Echidna nocturna","LC",183375,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26949","Saurenchelys fierasfer","LC",155039,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26952","Takifugu oblongus",NA,193810,"LC","Decreasing",NA,NA,"LC","iucn","PUFFERFISH",193810,NA,"iucn",0,-0.5
"Fis-26955","Torquigener hypselogeneion",NA,193621,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193621,NA,"iucn",0,NA
"Fis-26961","Hyporhamphus limbatus","LC",166900,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,"am",0,0
"Fis-26969","Paraclinus mexicanus","LC",183788,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-26970","Paranthias colonus","LC",132822,"LC","Stable",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,0
"Fis-26971","Pomacanthus zonipectus","LC",165889,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,NA,"iucn",0,0
"Fis-26972","Halichoeres notospilus","LC",155076,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,0
"Fis-26994","Pterotolithus maculatus","LC",154822,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,"am",0,0
"Fis-26997","Callorhinchus callorynchus","LC",63107,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-27038","Helcogramma ellioti",NA,178912,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-27069","Apogon notatus","LC",155064,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,"am",0,0
"Fis-27124","Genicanthus melanospilos","LC",165843,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,NA,"iucn",0,0
"Fis-27125","Genicanthus watanabei","LC",165872,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,NA,"iucn",0,0
"Fis-27126","Eptatretus burgeri","NT",196016,"NT","Decreasing",NA,NA,"NT","iucn","hagfishes",NA,NA,"iucn",0.2,-0.5
"Fis-27127","Eptatretus hexatrema","LC",196026,"LC","Unknown",NA,NA,"LC","iucn","hagfishes",NA,NA,"iucn",0,NA
"Fis-27129","Eptatretus springeri","LC",196086,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-27132","Diplobatis ommata","VU",61403,"VU","Unknown",NA,NA,"VU","iucn",NA,NA,NA,"am",0.4,NA
"Fis-27135","Alphestes afer","LC",132764,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,NA
"Fis-27136","Alphestes multiguttatus","LC",132809,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,NA
"Fis-27163","Cephalopholis panamensis","LC",132733,"LC","Stable",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,0
"Fis-27186","Cephalopholis fulva","LC",132806,"LC","Decreasing",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,-0.5
"Fis-27230","Benthocometes robustus","LC",154929,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-27240","Aetobatus flagellum","EN",60119,"EN","Decreasing",NA,NA,"EN","iucn",NA,NA,NA,"am",0.6,-0.5
"Fis-27241","Rhinoptera marginata","NT",161463,"NT","Unknown",NA,NA,"NT","iucn",NA,NA,NA,"am",0.2,NA
"Fis-27249","Hydrolagus mirabilis","NT",63104,"NT","Decreasing",NA,NA,"NT","iucn",NA,NA,NA,"am",0.2,-0.5
"Fis-27266","Monopenchelys acuta","LC",155107,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-27280","Bathyuroconger vicinus","LC",154673,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-27319","Dermatolepis dermatolepis","LC",132767,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,NA
"Fis-27320","Symphodus bailloni","LC",187522,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
"Fis-27323","Pomatoschistus lozanoi",NA,18160573,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,"am",0,0
"Fis-27324","Pomatoschistus marmoratus",NA,198667,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,"am",0,0
"Fis-27330","Lipophrys pholis",NA,185180,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185180,NA,"iucn",0,NA
"Fis-27331","Cephalopholis nigri","LC",132742,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,NA
"Fis-27336","Platyrhina sinensis","VU",161589,"VU","Unknown",NA,NA,"VU","iucn",NA,NA,NA,"am",0.4,NA
"Fis-27342","Centropyge acanthops","LC",155083,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,NA,"iucn",0,0
"Fis-27351","Bathyraja richardsoni","LC",63127,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-27382","Mycteroperca acutirostris","LC",132830,"LC","Stable",NA,NA,"LC","iucn","GROUPERS",NA,NA,"iucn",0,0
"Fis-27393","Mycteroperca rosacea","VU",14053,"VU","Decreasing",NA,NA,"VU","iucn","GROUPERS",NA,NA,"iucn",0.4,-0.5
"Fis-27428","Zenarchopterus dispar","LC",172497,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-27595","Sicyopterus lagocephalus","LC",196371,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,"am",0,0
"Fis-27602","Dormitator lebretonis","LC",181797,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
"Fis-27603","Bostrychus africanus","LC",182363,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,"am",0,NA
