"am_sid","sciname","am_category","iucn_sid","iucn_category","popn_trend","parent_sid","subpop_sid","popn_category","info_source","spp_group","id_no","objectid","spatial_source","category_score","trend_score"
"URM-Cn-4824","Acropora sarmentosa","LC",133271,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",249,65833,"iucn",0,-0.5
"URM-Cn-5891","Symphyllia agaricia","LC",133474,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",234,66085,"iucn",0,NA
"URM-Cn-5893","Symphyllia hassi","VU",133126,"VU","Unknown",NA,NA,"VU","iucn","CORAL2",105,66270,"iucn",0.4,NA
"URM-Cn-5894","Symphyllia radians","LC",132900,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",18,66083,"iucn",0,NA
"URM-Cn-5895","Symphyllia recta","LC",133606,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",297,66082,"iucn",0,NA
"URM-Cn-5896","Symphyllia valenciennesii","LC",133127,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",106,66081,"iucn",0,NA
"URM-Cn-5897","Symphyllia wilsoni","LC",133340,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",178,66080,"iucn",0,NA
"URM-Cn-5901","Galaxea acrhelia","VU",133109,"VU","Unknown",NA,NA,"VU","iucn","CORAL2",99,66334,"iucn",0.4,NA
"URM-Cn-5903","Galaxea astreata","VU",133354,"VU","Unknown",NA,NA,"VU","iucn","CORAL2",183,66320,"iucn",0.4,NA
"URM-Cn-4809","Acropora polystoma","VU",133647,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",456,65628,"iucn",0.4,-0.5
"URM-Cn-5746","Cantharellus doederleini","LC",133597,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",295,65907,"iucn",0,NA
"URM-Cn-5749","Ctenactis albitentaculata","NT",133083,"NT","Unknown",NA,NA,"NT","iucn","CORAL2",86,65866,"iucn",0.2,NA
"URM-Cn-5750","Ctenactis crassa","LC",133110,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",100,65905,"iucn",0,NA
"URM-Cn-5751","Ctenactis echinata","LC",133148,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",108,65904,"iucn",0,NA
"URM-Cn-5753","Fungia concinna","LC",133418,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",212,65903,"iucn",0,NA
"URM-Cn-5760","Fungia fungites","NT",133503,"NT","Unknown",NA,NA,"NT","iucn","CORAL2",247,65865,"iucn",0.2,NA
"URM-Cn-5761","Fungia granulosa","LC",133183,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",124,65897,"iucn",0,NA
"URM-Cn-5764","Fungia horrida","LC",133423,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",215,65895,"iucn",0,NA
"URM-Cn-5765","Fungia moluccensis","LC",133437,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",220,65894,"iucn",0,NA
"URM-Cn-5766","Fungia paumotensis","LC",133673,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",320,65893,"iucn",0,NA
"URM-Cn-5768","Fungia repanda","LC",132986,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",48,65892,"iucn",0,NA
"URM-Cn-5769","Fungia scabra","LC",133179,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",122,65891,"iucn",0,NA
"URM-Cn-5770","Fungia scruposa","LC",133308,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",166,65890,"iucn",0,NA
"URM-Cn-5771","Fungia scutaria","LC",133201,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",130,65889,"iucn",0,NA
"URM-Cn-5772","Fungia seychellensis","VU",132996,"VU","Unknown",NA,NA,"VU","iucn","CORAL2",53,65871,"iucn",0.4,NA
"URM-Cn-5781","Halomitra pileus","LC",133166,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",118,65883,"iucn",0,NA
"URM-Cn-5782","Heliofungia actiniformis","VU",133269,"VU","Unknown",NA,NA,"VU","iucn","CORAL2",154,65868,"iucn",0.4,NA
"SLB-62658","Herpolitha limax","LC",133538,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",263,65882,"iucn",0,NA
"URM-Cn-5787","Podabacia crustacea","LC",133158,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",115,65880,"iucn",0,NA
"URM-Cn-5791","Polyphyllia novaehiberniae","NT",133372,"NT","Unknown",NA,NA,"NT","iucn","CORAL2",193,65862,"iucn",0.2,NA
"URM-Cn-5792","Polyphyllia talpina","LC",133063,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",81,65879,"iucn",0,NA
"URM-Cn-5795","Sandalolitha robusta","LC",133693,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",328,65877,"iucn",0,NA
"URM-Cn-4816","Acropora robusta","LC",133248,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",234,65835,"iucn",0,-0.5
"SLB-158750","Dendrogyra cylindrus",NA,133124,"VU","Stable",NA,NA,"VU","iucn","CORAL2",104,66317,"iucn",0.4,0
"URM-Cn-5815","Eusmilia fastigiata","LC",133400,"LC","Stable",NA,NA,"LC","iucn","CORAL2",205,66204,"iucn",0,0
"URM-Cn-5816","Gyrosmilia interrupta","LC",133412,"LC","Decreasing",NA,NA,"LC","iucn","CORAL2",210,66160,"iucn",0,-0.5
"URM-Cn-5817","Meandrina meandrites","LC",133224,"LC","Stable",NA,NA,"LC","iucn","CORAL2",140,66200,"iucn",0,0
"URM-Cn-5821","Hydnophora exesa","NT",133478,"NT","Unknown",NA,NA,"NT","iucn","CORAL2",235,66241,"iucn",0.2,NA
"URM-Cn-5905","Galaxea fascicularis","NT",133662,"NT","Unknown",NA,NA,"NT","iucn","CORAL2",316,66246,"iucn",0.2,NA
"URM-Cn-4718","Acropora batunai","VU",133283,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",257,65674,"iucn",0.4,-0.5
"URM-Cn-4826","Acropora secale","NT",132888,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",19,64332,"iucn",0.2,-0.5
"URM-Cn-5915","Oculina diffusa","LC",133212,"LC","Stable",NA,NA,"LC","iucn","CORAL2",134,66186,"iucn",0,0
"URM-Cn-5921","Oculina varicosa","VU",133165,"VU","Unknown",NA,NA,"VU","iucn","CORAL2",117,66313,"iucn",0.4,NA
"URM-Cn-4828","Acropora selago","NT",133080,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",134,64331,"iucn",0.2,-0.5
"URM-Cn-5928","Echinophyllia aspera","LC",133172,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",120,66172,"iucn",0,NA
"URM-Cn-5930","Echinophyllia echinata","LC",133058,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",79,66171,"iucn",0,NA
"SLB-158735","Anomastraea irregularis",NA,133484,"VU","Decreasing",NA,NA,"VU","iucn","CORAL2",237,66332,"iucn",0.4,-0.5
"URM-Cn-6122","Coscinaraea columna","LC",133428,"LC","Unknown",NA,NA,"LC","iucn","CORAL2",216,66179,"iucn",0,NA
"URM-Cn-4854","Acropora willisae","VU",132931,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",45,65651,"iucn",0.4,-0.5
"URM-Cn-4855","Acropora yongei","LC",133547,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",406,65824,"iucn",0,-0.5
"URM-Cn-4856","Anacropora forbesi","LC",133341,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",293,65823,"iucn",0,-0.5
"URM-Cn-4859","Anacropora puertogalerae","VU",133415,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",333,65618,"iucn",0.4,-0.5
"URM-Cn-4861","Anacropora spinosa","EN",133046,"EN","Decreasing",NA,NA,"EN","iucn","CORAL1",111,65649,"iucn",0.6,-0.5
"URM-Cn-4863","Astreopora cucullata","VU",133069,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",126,65617,"iucn",0.4,-0.5
"URM-Cn-4865","Astreopora gracilis","LC",133302,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",269,65822,"iucn",0,-0.5
"URM-Cn-4866","Astreopora incrustans","VU",133092,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",143,65656,"iucn",0.4,-0.5
"URM-Cn-4868","Astreopora listeri","LC",133267,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",248,65821,"iucn",0,-0.5
"URM-Cn-4869","Astreopora macrostoma","NT",133306,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",272,64328,"iucn",0.2,-0.5
"URM-Cn-4871","Astreopora myriophthalma","LC",133292,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",265,65820,"iucn",0,-0.5
"URM-Cn-4872","Astreopora ocellata","LC",133129,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",161,65819,"iucn",0,-0.5
"URM-Cn-4873","Astreopora suggesta","LC",133048,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",112,65816,"iucn",0,-0.5
"URM-Cn-4723","Acropora carduus","NT",132933,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",47,64350,"iucn",0.2,-0.5
"URM-Cn-4875","Montipora aequituberculata","LC",133314,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",278,65799,"iucn",0,-0.5
"URM-Cn-4876","Montipora altasepta","VU",133696,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",489,64380,"iucn",0.4,-0.5
"URM-Cn-4877","Montipora angulata","VU",132866,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",4,64379,"iucn",0.4,-0.5
"URM-Cn-4879","Montipora australiensis","VU",133443,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",351,64378,"iucn",0.4,-0.5
"URM-Cn-4881","Montipora calcarea","VU",133185,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",194,64377,"iucn",0.4,-0.5
"URM-Cn-4882","Montipora caliculata","VU",133220,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",215,64376,"iucn",0.4,-0.5
"URM-Cn-4883","Montipora capitata","NT",133622,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",439,64314,"iucn",0.2,-0.5
"URM-Cn-4724","Acropora caroliniana","VU",133112,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",150,65643,"iucn",0.4,-0.5
"URM-Cn-4885","Montipora cebuensis","VU",133623,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",440,64374,"iucn",0.4,-0.5
"URM-Cn-4887","Montipora confusa","NT",133367,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",307,64313,"iucn",0.2,-0.5
"URM-Cn-4888","Montipora corbettensis","VU",133375,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",311,64373,"iucn",0.4,-0.5
"URM-Cn-4889","Montipora crassituberculata","VU",133433,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",345,64372,"iucn",0.4,-0.5
"URM-Cn-4891","Montipora danae","LC",133451,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",355,65797,"iucn",0,-0.5
"URM-Cn-4893","Montipora digitata","LC",133194,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",200,65796,"iucn",0,-0.5
"URM-Cn-4725","Acropora cerealis","LC",133576,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",417,65847,"iucn",0,-0.5
"URM-Cn-4896","Montipora efflorescens","NT",133175,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",190,64312,"iucn",0.2,-0.5
"URM-Cn-4897","Montipora effusa","NT",133031,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",105,64311,"iucn",0.2,-0.5
"URM-Cn-4900","Montipora floweri","LC",133186,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",195,65795,"iucn",0,-0.5
"URM-Cn-4901","Montipora foliosa","NT",133071,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",128,64310,"iucn",0.2,-0.5
"URM-Cn-4902","Montipora foveolata","NT",133438,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",347,64309,"iucn",0.2,-0.5
"URM-Cn-4903","Montipora friabilis","VU",133131,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",163,64386,"iucn",0.4,-0.5
"URM-Cn-4708","Acropora abrolhosensis","VU",133133,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",165,65648,"iucn",0.4,-0.5
"URM-Cn-4726","Acropora cervicornis","CR",133381,"CR","Stable",NA,NA,"CR","iucn","CORAL1",315,65612,"iucn",0.8,0
"URM-Cn-4906","Montipora grisea","LC",133420,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",336,65794,"iucn",0,-0.5
"URM-Cn-4909","Montipora hispida","LC",133238,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",226,65793,"iucn",0,-0.5
"URM-Cn-4911","Montipora hoffmeisteri","LC",133700,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",493,65792,"iucn",0,-0.5
"URM-Cn-4912","Montipora incrassata","NT",133196,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",202,64308,"iucn",0.2,-0.5
"URM-Cn-4913","Montipora informis","LC",133066,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",123,65791,"iucn",0,-0.5
"URM-Cn-4915","Montipora lobulata","VU",133117,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",155,64371,"iucn",0.4,-0.5
"URM-Cn-4727","Acropora chesterfieldensis","LC",133481,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",373,65846,"iucn",0,-0.5
"URM-Cn-4918","Montipora millepora","LC",133015,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",96,65790,"iucn",0,-0.5
"URM-Cn-4919","Montipora mollis","LC",133674,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",476,65789,"iucn",0,-0.5
"URM-Cn-4920","Montipora monasteriata","LC",133525,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",397,65788,"iucn",0,-0.5
"URM-Cn-4922","Montipora nodosa","NT",132944,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",55,64307,"iucn",0.2,-0.5
"URM-Cn-4923","Montipora orientalis","VU",132932,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",46,64385,"iucn",0.4,-0.5
"URM-Cn-4728","Acropora clathrata","LC",133207,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",209,65845,"iucn",0,-0.5
"URM-Cn-4927","Montipora peltiformis","NT",133563,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",413,64306,"iucn",0.2,-0.5
"URM-Cn-4929","Montipora samarensis","VU",133404,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",328,64370,"iucn",0.4,-0.5
"URM-Cn-4934","Montipora spongodes","LC",133245,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",232,65786,"iucn",0,-0.5
"URM-Cn-4935","Montipora spumosa","LC",133556,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",410,65785,"iucn",0,-0.5
"URM-Cn-4936","Montipora stellata","LC",133259,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",242,65784,"iucn",0,-0.5
"URM-Cn-4941","Montipora tuberculosa","LC",133345,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",296,65783,"iucn",0,-0.5
"URM-Cn-4943","Montipora turtlensis","VU",133450,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",354,64389,"iucn",0.4,-0.5
"URM-Cn-4944","Montipora undata","NT",133599,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",428,64305,"iucn",0.2,-0.5
"URM-Cn-4945","Montipora venosa","NT",133635,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",450,64304,"iucn",0.2,-0.5
"URM-Cn-4947","Montipora verrucosa","LC",133646,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",455,65781,"iucn",0,-0.5
"URM-Cn-4949","Montipora vietnamensis","VU",133190,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",198,64399,"iucn",0.4,-0.5
"URM-Cn-4950","Agaricia agaricites","LC",133535,"LC","Stable",NA,NA,"LC","iucn","CORAL1",400,65861,"iucn",0,0
"URM-Cn-4952","Agaricia grahamae","LC",133288,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",261,65860,"iucn",0,NA
"URM-Cn-4953","Agaricia humilis","LC",133255,"LC","Stable",NA,NA,"LC","iucn","CORAL1",238,65859,"iucn",0,0
"URM-Cn-4954","Agaricia lamarcki","VU",132970,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",66,65610,"iucn",0.4,-0.5
"URM-Cn-4955","Agaricia tenuifolia","NT",133439,"NT","Unknown",NA,NA,"NT","iucn","CORAL1",348,64335,"iucn",0.2,NA
"URM-Cn-4957","Coeloseris mayeri","LC",133171,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",187,65815,"iucn",0,NA
"SLB-184810","Isopora cuneata",NA,133660,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",467,64383,"iucn",0.4,-0.5
"URM-Cn-4958","Gardineroseris planulata","LC",132917,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",37,65814,"iucn",0,NA
"URM-Cn-4959","Helioseris cucullata","LC",133522,"LC","Stable",NA,NA,"LC","iucn","CORAL1",395,65858,"iucn",0,0
"URM-Cn-4961","Leptoseris cailleti","LC",133686,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",482,65857,"iucn",0,NA
"URM-Cn-4962","Leptoseris explanata","LC",132887,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",18,65809,"iucn",0,NA
"URM-Cn-4963","Leptoseris foliosa","LC",133330,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",288,65808,"iucn",0,NA
"URM-Cn-4964","Leptoseris gardineri","LC",133636,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",451,65807,"iucn",0,NA
"URM-Cn-4965","Leptoseris hawaiiensis","LC",132885,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",16,65806,"iucn",0,NA
"URM-Cn-4966","Leptoseris incrustans","VU",133539,"VU","Unknown",NA,NA,"VU","iucn","CORAL1",402,64382,"iucn",0.4,NA
"URM-Cn-4967","Leptoseris mycetoseroides","LC",133351,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",300,65805,"iucn",0,NA
"URM-Cn-4968","Leptoseris papyracea","LC",133098,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",144,65804,"iucn",0,NA
"URM-Cn-4969","Leptoseris scabra","LC",133091,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",142,65803,"iucn",0,NA
"URM-Cn-4970","Leptoseris solida","LC",132903,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",26,65802,"iucn",0,NA
"URM-Cn-4974","Leptoseris yabei","VU",133147,"VU","Unknown",NA,NA,"VU","iucn","CORAL1",175,64381,"iucn",0.4,NA
"URM-Cn-4977","Pachyseris rugosa","VU",133453,"VU","Unknown",NA,NA,"VU","iucn","CORAL1",357,64369,"iucn",0.4,NA
"URM-Cn-4978","Pachyseris speciosa","LC",133410,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",331,65779,"iucn",0,NA
"URM-Cn-4979","Pavona bipartita","VU",133360,"VU","Unknown",NA,NA,"VU","iucn","CORAL1",304,64368,"iucn",0.4,NA
"URM-Cn-4980","Pavona cactus","VU",133558,"VU","Unknown",NA,NA,"VU","iucn","CORAL1",411,64367,"iucn",0.4,NA
"URM-Cn-4982","Pavona clavus","LC",133240,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",228,65777,"iucn",0,NA
"URM-Cn-4984","Pavona decussata","VU",133041,"VU","Unknown",NA,NA,"VU","iucn","CORAL1",110,64366,"iucn",0.4,NA
"URM-Cn-4985","Pavona diffluens","VU",133581,"VU","Unknown",NA,NA,"VU","iucn","CORAL1",421,64357,"iucn",0.4,NA
"URM-Cn-4987","Pavona duerdeni","LC",133702,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",494,65776,"iucn",0,NA
"URM-Cn-4988","Pavona explanulata","LC",133382,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",316,65775,"iucn",0,NA
"URM-Cn-4989","Pavona frondifera","LC",133242,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",229,65774,"iucn",0,NA
"URM-Cn-4990","Pavona gigantea","LC",133168,"LC","Increasing",NA,NA,"LC","iucn","CORAL1",185,65773,"iucn",0,0.5
"URM-Cn-4992","Pavona maldivensis","LC",132911,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",32,65772,"iucn",0,NA
"URM-Cn-4993","Pavona minuta","NT",132904,"NT","Unknown",NA,NA,"NT","iucn","CORAL1",27,64302,"iucn",0.2,NA
"URM-Cn-4994","Pavona varians","LC",133398,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",324,65771,"iucn",0,NA
"URM-Cn-4995","Pavona venosa","VU",132880,"VU","Unknown",NA,NA,"VU","iucn","CORAL1",12,64365,"iucn",0.4,NA
"URM-Cn-4735","Acropora dendrum","VU",133322,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",284,65642,"iucn",0.4,-0.5
"URM-Cn-4709","Acropora aculeus","VU",133463,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",363,65647,"iucn",0.4,-0.5
"URM-Cn-5962","Madracis decactis","LC",133663,"LC","Stable",NA,NA,"LC","iucn","CORAL1",469,65855,"iucn",0,0
"URM-Cn-5963","Madracis formosa","LC",133281,"LC","Stable",NA,NA,"LC","iucn","CORAL1",255,65854,"iucn",0,0
"URM-Cn-5967","Madracis kirbyi","LC",133380,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",314,65800,"iucn",0,NA
"URM-Cn-5970","Madracis pharensis","LC",133135,"LC","Stable",NA,NA,"LC","iucn","CORAL1",167,65853,"iucn",0,0
"URM-Cn-5972","Madracis senaria","LC",133611,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",433,65852,"iucn",0,NA
"URM-Cn-5005","Palauastrea ramosa","NT",133075,"NT","Unknown",NA,NA,"NT","iucn","CORAL1",131,64316,"iucn",0.2,NA
"URM-Cn-5006","Stephanocoenia intersepta","LC",133521,"LC","Stable",NA,NA,"LC","iucn","CORAL1",394,65831,"iucn",0,0
"URM-Cn-5007","Stylocoeniella armata","LC",133548,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",407,65770,"iucn",0,NA
"URM-Cn-5009","Stylocoeniella guentheri","LC",133049,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",113,65769,"iucn",0,NA
"URM-Cn-5092","Catalaphyllia jardinei","VU",132890,"VU","Unknown",NA,NA,"VU","iucn","CORAL1",20,65615,"iucn",0.4,NA
"URM-Cn-4738","Acropora digitifera","NT",133250,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",235,64349,"iucn",0.2,-0.5
"URM-Cn-4739","Acropora divaricata",NA,132910,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",31,64348,"iucn",0.2,-0.5
"URM-Cn-4742","Acropora echinata","VU",133661,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",468,65640,"iucn",0.4,-0.5
"URM-Cn-5591","Manicina areolata","LC",132963,"LC","Stable",NA,NA,"LC","iucn","CORAL1",62,65949,"iucn",0,0
"URM-Cn-5592","Montastraea annularis","EN",133134,"EN","Decreasing",NA,NA,"EN","iucn","CORAL1",166,66023,"iucn",0.6,-0.5
"URM-Cn-5594","Montastraea cavernosa","LC",133237,"LC","Stable",NA,NA,"LC","iucn","CORAL1",225,65948,"iucn",0,0
"URM-Cn-4795","Acropora nobilis","LC",133266,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",247,65837,"iucn",0,-0.5
"URM-Cn-5601","Montastrea colemani","NT",133070,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",127,65967,"iucn",0.2,-0.5
"URM-Cn-5604","Oulastrea crispata","LC",132859,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",1,65919,"iucn",0,NA
"URM-Cn-5605","Oulophyllia bennettae","NT",133333,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",289,65964,"iucn",0.2,-0.5
"URM-Cn-5606","Oulophyllia crispa","NT",133200,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",204,65963,"iucn",0.2,-0.5
"URM-Cn-4715","Acropora austera","NT",133160,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",180,64351,"iucn",0.2,-0.5
"URM-Cn-5610","Platygyra contorta","LC",133161,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",181,65917,"iucn",0,-0.5
"URM-Cn-5612","Platygyra daedalea","LC",133468,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",364,65916,"iucn",0,-0.5
"URM-Cn-5613","Platygyra lamellina","NT",133651,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",460,65957,"iucn",0.2,-0.5
"URM-Cn-4745","Acropora elseyi","LC",133010,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",93,65843,"iucn",0,-0.5
"URM-Cn-4710","Acropora acuminata","VU",132940,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",53,65646,"iucn",0.4,-0.5
"URM-Cn-5095","Cladocora arbuscula","LC",133575,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",416,65955,"iucn",0,NA
"URM-Cn-4750","Acropora florida","NT",132869,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",7,64347,"iucn",0.2,-0.5
"URM-Cn-4751","Acropora formosa","NT",133644,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",454,64346,"iucn",0.2,-0.5
"URM-Cn-4752","Acropora gemmifera","LC",133324,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",285,65842,"iucn",0,-0.5
"URM-Cn-5164","Heterocyathus aequicostatus","LC",133431,"LC","Unknown",NA,NA,"LC","iucn","CORAL1",343,65811,"iucn",0,NA
"URM-Cn-4753","Acropora glauca","NT",133550,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",408,64345,"iucn",0.2,-0.5
"URM-Cn-4755","Acropora grandis","LC",133013,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",95,65841,"iucn",0,-0.5
"URM-Cn-4756","Acropora granulosa","NT",132948,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",57,64344,"iucn",0.2,-0.5
"URM-Cn-4758","Acropora hemprichii","VU",132981,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",76,65653,"iucn",0.4,-0.5
"URM-Cn-4759","Acropora hoeksemai","VU",133401,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",325,65670,"iucn",0.4,-0.5
"URM-Cn-4760","Acropora horrida","VU",133319,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",281,65638,"iucn",0.4,-0.5
"URM-Cn-4761","Acropora humilis","NT",132992,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",83,64343,"iucn",0.2,-0.5
"URM-Cn-4762","Acropora hyacinthus","NT",133479,"NT","Decreasing",NA,NA,"NT","iucn","CORAL1",371,64342,"iucn",0.2,-0.5
"URM-Cn-4712","Acropora anthocercis","VU",133513,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",389,65645,"iucn",0.4,-0.5
"URM-Cn-4770","Acropora kirstyae","VU",133081,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",135,65636,"iucn",0.4,-0.5
"URM-Cn-4773","Acropora latistella","LC",133120,"LC","Decreasing",NA,NA,"LC","iucn","CORAL1",157,65840,"iucn",0,-0.5
"URM-Cn-4774","Acropora listeri","VU",132969,"VU","Decreasing",NA,NA,"VU","iucn","CORAL1",65,65635,"iucn",0.4,-0.5
